Username,Isi komentar,Jumlah like komentar,Waktu komentar
@antiagingQ,Kalau saya memang dari dulu percaya bahwa covid adalah bentuk penyerangan amrik ke cina.,19,1 bulan yang lalu
@Semesta369tesla,Jgn lupa Lord Rangga juga,1,1 bulan yang lalu
@kentangjaya2043,Pongrekun juga yg benar 😂😂😂😂😂,1,1 bulan yang lalu
@domar-x1j,"disitulah kita belajar, bukan karena kita benar, tapi cara kita menyampaikan, disitu orang yang sering salah/ tidak mengerti.",0,1 bulan yang lalu
@aimanshodakh,Salah satunya s panji sebab dia di bayar amerika 😂😂😂,0,1 bulan yang lalu
@wayansujana9803,Undang juga JRX,0,3 minggu yang lalu
@BandungJuara-l9j,"Mereka gak sampai otaknya ke sana, gengsi spertinya gak akan minta maaf wkwk",2,1 bulan yang lalu
@hatakekennedy,"​ @BandungJuara-l9j gengsi mengalahkan logika, alhamdulilah saya selalu mengikuti dharma pongrekun sebelum adanya covid dia uda bahas duluan tahun 2019. jadi begitu kejadian makin mantap buat pegang kata2 nya",2,1 bulan yang lalu
@handahanda7130,"Di release karena desakan kongres.  Kongres didesak darı masyarakat, pemilu2 local Republican kalah semua.  Dia gak ada pilihan, karena demonya semakin gede.  Gitu lho.   Sama kaya di Indo, Kalau anda pro jokowi, Instagram Saya keluarnya darı org2 jokowi semua.  Politic  Anda kebanyakan dengerin joe Rogan, nah dia udah pro “release Epstein”. Bentar lagi anda pindah haluan",1,1 bulan yang lalu
@leons.karnedy3845,Fitnah yg disebutkan di Alquran artinya kekacauan. Bukan fitnah dlm arti bahasa Indonesia yg artinya menuduh.  Fitnah Dajjal artinya kekacauan yg dibuat oleh Dajjal,1,1 bulan yang lalu
@restupratiwi3107,​ @leons.karnedy3845 iya betul dan lebih ke jadi berperang dgn kaum kita sendiri,1,1 bulan yang lalu
@Bangdapreset,"Mereka2 itu bawahannya dajjal, biasa kan begitu atasan itu belakangan keluarnya",23,1 bulan yang lalu
@ulisgeulis2562,​ @Bangdapreset  nyembahnya aja baal kan ya,7,1 bulan yang lalu
@achmadfathoni637,"dajal gak baklan keluar kaya gini , dajal itu fitnah terbesar knp disebut Fitnah terbesar karena dia seperti tuhan baik menolong orang"" sehingga iya dianggap tuhan dan bnyak pengikut nya , kalau cara dajal kaya gini mana ada pengikutnya",17,1 bulan yang lalu
@Killz67,​ @achmadfathoni637 betul wkwk justru dajjal kluar seakan hanua dialah penolong satu2nya😂 bkn keluar secara brutal. Makanya dajjal lebih bahaya dari siapapun manusia di muka bumi.,8,1 bulan yang lalu
@MohdfaizalShah-n5n,​ @achmadfathoni637 dia keluar di peradaban kita ni bro TPI DI MODE 100% CANGGIH DUNIA KITA SAAT INI,0,1 bulan yang lalu
@vodimper88,"Dajjal baru keluar setelah Imam Mahdi ada, dan yg bisa bunuh Dajjal adalah Nabi Isa",4,1 bulan yang lalu
@rahasiapriabahagia,"kalo emang lo kira dajjal yg sesuai dgn persepsi lo yg umum & awam itu, silahkan tungguin aja entah sampe kapan lo bakal ketemu ngeliat langsung wujud dajjal yg selama ini ada di pikiran lo.. 😂😅🤔🤦‍♂️ lagian pada ngomongin dajjal, kyk udah tau aje dajjal itu apaan.. lo kira dajjal itu makhluk si mata satu yg bener2 berarti harfiah mata 1 secara fisik kyk org cacat/monster matanya 1 doang gede ditengah2 jidat gitu ?? 🤣🤭 cari tau dl si mata satu itu apa maksudnya.. bahasa kiasan atau beneran mata 1 kyk orang picek.. untuk perihal Nabi, satu hal yg perlu lo tau.. Nabi itu manusia bijaksana, beliau tau berbicara dengan siapa & harus menyampaikan apa. ia akan menyampaikan sesuatu tergantung ""level kesadaran"" orang tersebut seperti apa. ilmu & infomrmasi itu terbagi jadi 2 dimensi : ada yang namanya informasi & ilmu ""umum"" yg bisa didapatkan, diterima & untuk orang2 umum, di waktu & tempat yg umum.. ada ilmu & informasi yg bersifat ""khusus"" yg didapatkan secara khusus, untuk orang2 khusus, di waktu & tempat yg khusus.",3,1 bulan yang lalu
@1nfantasy_,Dakjal sama dengan  dengan iluminate kan? Lambang mata satu. Tiap hari kita semua berinteraksi dengan dajjalbahkan sudah ketergantungan dan percaya sama dia. HP kita itulah dajjal si mata satu. Dengan 1 mat kita bisa melihat seluruh isi dunia (di alkitab ada juga ayatnya tertulis begitu) cumakita tidak bisa menafsir itu apa. Ya HP itulah dajjal.,2,1 bulan yang lalu
@patriotktp,ai dajal bukan?,1,1 bulan yang lalu
@Zutopia-p2t," @patriotktp  iya ada indikasi nanti kesitu, ketika astral udah bisa masuk ke ai itu tujuan mereka",3,1 bulan yang lalu
@insanyusuf9146,Dajjal sudah keluar dari dulu kok masih ditunggu !!!,1,1 bulan yang lalu
@romiramdani2830,"​ @insanyusuf9146 gw kepikiran ini bgt sumpah, antara dajjal sbenernya udh keluar atau belum. antara si dajjal ini udh keluar atau orng2 elite ini nemuin tempat dajjal di kurung. karena nyiptain sistem kerusakan yg merata kek gini se dunia ga masuk di otak gw kalo cuma dari orng biasa",2,1 bulan yang lalu
@Killz67,​ @insanyusuf9146 iye elu,1,1 bulan yang lalu
@rahasiapriabahagia,"tiap hari juga lu liat dajjal, cuma lu gak sadar & gak tau aja. kalo lu kira dajjal itu suatu entitas fisik yg wujudnya spt monster/manusia, lu masih kejebak dgn pemahaman tentang dajjal buat anak PAUD. 😂",1,1 bulan yang lalu (diedit)
@sternoclaudeomastoideus4987,"​​​​ Sesuai redaksi nash islam dan pemahaman para mufassir dri jaman sahabat-tabiin-tabiuttabiin-imam2-dan ulama kontemporer era modern, Dajjal itu bukan qiyas, dia entitas eksplisit manusia berkekuatan di luar akal selayaknya dewa sesuai redaksi naskah, dan kesaksian dari sahabat bernama tamim addari sendiri memperkuat bukti bahwa dajjal adalah mahluk dan nabi sendiri meperjelas bahwa sosok yg ditemukan tamim dan kru2 kapalnya saat terdampar di sebuah pulau adalah sosok yg selama ini disebut2 sebagai dajjal yg menunggu waktu untuk keluar dari pulau yg dijaga al-jasasah (sesosok mahkuk penuh bulu lebat). Semua informasi nash ini drajatnya shahih, dan ingat masih ada nash yg menyebutkan, sebelum dajjal yg asli keluar, akan mengiringi banyak fenomena di mana munculnya 40 dajjal2 kecil yg mana ulama kontemporer mengindikasikan mereka adalah elit2 global.  Jadi ga make sense kesaksian tamim ad-dari klo lo bilang dia bukan entitas fisik berbentuk manusia, orang nabi sendiri mengklarifikasi bahwa sosok yg dilihat tamim di pulau berkastil itu adalah sosok yg selama ini disebut2 sebagai dajjal..  Silahkan kroscek sendiri hadist Sahih Muslim no 2942 yg eksplisit memceritakan pertemuan secara langsung tamim addari dengan sosok (dajjal) di sebuah kastil pulau itu.  Sekadar informasi tambahan, Tamim Ad-Dari adalah seorang warga Nasrani Palestina yang tercatat pernah berjumpa Dajjal dalam salah satu perjalanannya ke Jazirah Arab. Sepulangnya ke rumah, Tamim Ad-Dari berhijrah ke Madinah dan masuk Islam. Setelah berada di Madinah, dia menceritakan kejadian yang dialaminya kepada Rasulullah shallallahu alaihi wasallam. Mendapat kabar tersebut, nabi lantas mengumpulkan para sahabat dan menyampaikannya kepada mereka. Dengan demikian, tak perlu diragukan lagi bahwa sosok mahluk ini benar dan sahih. Jika tidak, tentu beliau tidak akan menyampaikannya kepada para sahabatnya. Sebab, Allah pun tidak ridha jika rasul-Nya menyebarkan berita bohong. Di samping itu, tidak ada celah sedikit pun bagi Tamim Ad-Dari untuk berbohong di hadapan Rasulullah shallallahu alaihi wasallam.",7,1 bulan yang lalu (diedit)
@rizqiainsani1404," @rahasiapriabahagia anda cari lagi ya, referensi ttg dajjal. Biar selamat",1,1 bulan yang lalu
@DaffK-z5t,Kyknyya sekte setan tu emang ada yg kusus orng2 ptingi kan,1,1 bulan yang lalu
@ricochank765,Dajjal itu pencipta ai.. karena bisa membalikkan fakta dan merubahnya,1,1 bulan yang lalu
@maryantoadiputra,IA tidak berwujud memanipulasi manusia,0,1 bulan yang lalu
@Sapek-qd9kh,"Apakah Dajjal kejam😂😂 Dajjal kie hnya ingin manusia mnyembahnya,,bukan tidak mungkin Dajjal manusia yg Baek hati tingkah lakunya santun😂",0,1 bulan yang lalu
@liaampriliani,"Nabi Isa As, are you ready ……",0,1 bulan yang lalu
@Lampusepeda,🛑 Ada Dajjal… Ada Imam Mahdi afs,0,1 bulan yang lalu (diedit)
@leedeen6039,Dajjal lebih ngeri lagi omongan nya langsung dibuktikan pada kejadian itu juga,0,1 bulan yang lalu
@bekamratubalqis,Para elit global ini memang dari dulu sudah membuat ritual setan untuk menyambut kedatangan dajjal,0,1 bulan yang lalu
@duitkawak62,"blm keluar?,,, tu yg makan dan nilep hak rakyat/masyarakat yg membutuhkan, sudah termasuk dajjal sesungguhya,, koruptor termasuk penipu termasuk pelaku kejahatan termasuk,, dajjal itu buat saya,, sifat"" yg melebihi iblis dan kroni nya,,, Contoh korup kuota/dana haji,, itu termasuk dajjal, korup hibah donasi kitab suci, itu dajjal,",0,2 minggu yang lalu
@sigitandriana8661,Post-Truth itu level terbawah dari fitnah Dajjal,5,1 bulan yang lalu
@whoispiyol,"Emg dajjal bakal keluar? Yg keluar itu orang yang seperti dajjal bang, bkn dajjalnya😅",3,1 bulan yang lalu
@damelda7601,"​ @whoispiyol baca hadis,, akan keluar 40 dajjal kecil sebelum dajjal   sebenarnya keluar",1,1 bulan yang lalu
@era7928,Dajjal ya PD3 om. Elite global percaya sekali dengan angka cantik. Kemungkinan sekali PD akan pecah dalam waktu yang dekat sekali.  Singkatnya Satanism butuh korban jiwa yang sangat banyak setiap 1 abad.,1,1 bulan yang lalu
@blessberry-c3i,"dan part paling nyebelin dan sedihnya, walaupun semua ini udah kebuka ga ada satupun yang akan dihukum. mereka kayak ngeledekin kita di atas karena ga berdaya sama sekali",21,1 bulan yang lalu
@Dani84_inst,"Undang bossman Mardigu om ded, dari segi pandang dr beliau ttg ini smua, btw ad prnh jg kasus gila, hilang moral & menjijikan di luar negeri sana, paman & bapak ny memperkaos bayi ny, tdk mungkin si ibu tdk tahu, smpe organ intim bayi trsbt rusak, tubuh lebam2 & patah tulang, smpe bayi sekecil itupun tahu rasa trauma yg mendalam, jika dia menangis psti akan dihajar bapak ny, untuk menghilangkan jejak stiap sakit bayi ny, si ibu slalu berpindah2 tmpt berobat klinik, smpe pada akhirnya si bayi menghembuskan nafas terakhir, yg sy heran knp ketiga org itu tdk dihukum mati, malah paman & bapak cuman dihukum puluhan tahu & mrka membusuk tua di sel 😡",2,3 minggu yang lalu (diedit)
@sryp3055,"Opini pribadi, Crypto itu tes ombak untuk manipulasi market untuk tujuan mereka yang dibilang di video. Cluenya di nama pencipta Bitcoin Satoshi Nakamoto (Cari aja di google arti namanya). Kenapa rilis Epstein Files? itu tes juga untuk lihat reaksi dunia terhadap kebejatan APAPUN yang bisa mereka lakukan. Membunuh, menipu, menjajah udah diwakili Israel. Nah dari psikologis atau permainan pikiran yang jahat (Termasuk referensi seksual) itu dari Epstein files. AI di GEBET pengen disempurnakan untuk mengatur narasi media dunia, mereka udah ngidam-ngidamkan sesuatu yang bisa diatur (Bahkan topik atau suasana yang diinginkan dari AI). Tujuan Epstein dan AI? normalisasi kejahatan.  Kalo dari agama Islam, makanya Allah bilang ""Yang buruk tetaplah buruk walaupun seluruh dunia melakukannya"" (Kurang lebih)",98,1 bulan yang lalu
@oblongnesia,"dulu sebenarnya banyak ustad yang bilang dunia ini isinya konspirasi tapi netijen bilang halu,mabok agama,ngarang dll yang mengatakan begitu silahkan bertobat,islam itu sudah jauh memandang ke depan..",95,1 bulan yang lalu
@YahyaAsvihany,"agenda mereka: 1. tebar virus = lockdown (test kepatuhan penghuni global, bisa dikontrol apa gak masyarakat dunia) 2. jualan vaksin = cuan gede luar biasa (billgate tambah kaya) 3. lockdown = work from home = boosting digital investment = harga bitcoin meledak (epstein/satoshi nakamoto tambah kaya mendadak)",268,1 bulan yang lalu
@jumsanidamin537,Bahas ini harusnya bareng ust felix..soalnya semua yg terjadi saat ini itu sudah diprediksi dalam islam dari sisi ideologi,0,1 bulan yang lalu
@SepulangSekolah,Absen investor 😔,"1,6 rb",1 bulan yang lalu
@dewishinta656,"Bukan sakit lagi mereka itu MONSTER 🤬! I couldn't even imagine it ,poor babies 😭",200,1 bulan yang lalu
@sitirohmah6532,"Bener, aq juga ikut stres sejak lihat ini. Tiap menyusui anakku, jdi bayangin hal2 yg gak nyampek diotakku. Sambil doa2in anakku biar dijauhkan dari hal2 yg tidak baik.",1,1 bulan yang lalu
@agungbastian8688,"Saya gak ngerti lagi, ngebayangin hisabku dan balasan seperti apa yg Allah berikan pdku, apalagi ngebayangin balasan seperti apa untuk orang2 yg merusak dunia😭😭😭😭",44,1 bulan yang lalu
@SedapMantap-t6g,"COVID MERUSAK AJARAN AGAMA ISLAM. Jadi ada aturan dilarang ibadah di Masjid dan kalau bisa ibadah dimasjid saf harus dikasih jarak padahal perintah Allah saf harus rapat, dilarang bersilaturahmi dll. Ada indikasi upaya untuk menyerang akidah agama Islam",32,1 bulan yang lalu
@BenjaminHasan-n2g,"Pahami kalimat ini : ""Dan akan banyak nabi palsu bermunculan pada akhir jaman, kenali dan perdalam imanmu sebelum semuanya terlambat dan kebenaran menjauh dari kehidupanmu . . .""",143,1 bulan yang lalu
@tonyJAofficial,"Untuk orang² yg beriman muslim, pasti bakal realate dengan apa yg di ceritakan Al-Qur'an dan Hadits nabi terkait tanda² akhir zaman / kiamat besar. Dan juga pandangan kita itu udah berubah terhadap peradaban perkembangan global barat khususnya negara amerika, dulu kita anggap nya keren dari segi modernisasi tekhnologi, fashion, food dll tapi makin kesini ko keliatan dari segi moral, akhlaq nya ancur berantakan ! Alhamdulillah nya, Allah memberikan jalan hidup yg tertata dan rapih yaitu Islam, makanya banyak warga eropa khususnya amrik mulai tertarik sama Islam, Masya Allah tabarakallah",1,1 bulan yang lalu
@omanlah371,"tanpa kalian sadari juga, kasus dan pembukaan ini juga termasuk kedalam rencana lagi ke depannya deymmmmmmmm.  penasaran natikan terus dunia tipu tipu ini.",91,1 bulan yang lalu (diedit)
@banyulagitkicau4733,"JIKA  SEMUA SEKOLAH DAN ORANG TUA MENOLAK MBG MAKA OTOMATIS PEMERINTAH AKAN MENGHENTIKAN MBG ,   SEMOGA PENDIDIKAN DI INDONESIA DI GRATISKAN DAN ALAT TULIS BUKU SEMUA GRATIS... agar tidak terjadi kasus seperti di NTT",233,1 bulan yang lalu
@signalairdropid2669,itu yang di sebut fitnah dajjal informasi adalah senjata yang bisa mempengaruhi seluruh umat,133,1 bulan yang lalu
@Zyraurgf,"itulah knp kami yg hidup di desa pedesaan di pedalaman dll hidup kami lbh tentram krn kami gk terlalu mengikuti perkembangan berita² dunia dan kami hny fokus dg ibadah, pekerjaan dan kegiatan kami masing² dan kami rasa itu semua sdh pd jalur yg benar",3,1 bulan yang lalu
@indariko,Berasa makin dkt dg kiamat. Yaa Allah lindungi seluruh klrgku & seluruh umat muslim dr kedholiman,108,1 bulan yang lalu
@Videotutorialsalon,"Kalau hal serahasia ini bisa terexpose, berarti ini hanya pengalihan isu untuk agenda yg jauh lebih besar.",191,1 bulan yang lalu
@LgtotoCarisaja,Kontennya bikin sadar bahwa kasus Epstein punya dampak global.,79,1 bulan yang lalu
@kurniawanhardjo59,Yap..  Sama sekali tidak berdaya..  😢,1,1 bulan yang lalu
@HapisLutfi,Ha?. Crypto aja lu bahas belum selesai terus lu nyambung ke AI😂.,0,1 bulan yang lalu
@sryp3055," @HapisLutfi  Males debat ah, harus dijelasin kah kalo emang lompat-lompat topik? Kalo nonton full video pasti ngerti sih kenapa 1 komen langsung bahas semua hal ini",5,1 bulan yang lalu
@millanovic," @HapisLutfi emang bener bang, cryptocurrency itu di ciptakan untuk mendominasi mata uang dunia, jadi siapapun dengan koneksi internet dapat mengakses layanan keuangan, tanpa perlu rekening bank konvensional. dan crypto itu transaksi nya p2p, efek nya belum terasa skg, nanti anak cucu kita yg kasian",0,1 bulan yang lalu
@duitkawak62,"​ @HapisLutfi lu tonton saja filem ""in Time"",, dimana duit g lagi ""berguna"" semua di bayar/membayar barter dg ""waktu!"" pekerja di gaji dengan ""waktu"", makan minum sewa beli tukar dg ""waktu"",  waktu di film itu adalah(nyawa) jika waktu mu  habis(g punya angka waktu) maka  akan mati,,",0,2 minggu yang lalu
@AkuMilikAllahSWT,"Dunia itu menipu & penghuninya dalam keadaan tertipu 🥀, kecuali mereka yg mengikuti Allah SWT Tuhan yang sesungguhnya 🏞️",4,1 bulan yang lalu
@haysyifa_,Iya termasuk covid itu agenda elite global,3,1 bulan yang lalu
@oblongnesia, @haysyifa_  sangat jelas..,0,1 bulan yang lalu
@voide_07,Nahhhh ini komentar yg aku tunggu tunggu,3,1 bulan yang lalu
@leons.karnedy3845,Yaitu karena mereka mungkin gak pernah ngaji aja. Taunya kerja kerja dan kerja. Jadinya materi menggantikan agama,1,1 bulan yang lalu
@forjon9999,Yang katanya smaret pipel aja kena,0,1 bulan yang lalu
@oblongnesia," @forjon9999  justru orang2 yang mengaku smart pipel terlalu mengandalkan logika mereka,padahal dunia ini penuh dengan sesuatu tak kasat mata",0,1 bulan yang lalu
@MurintisMure,BETUL SEKALI,0,2 minggu yang lalu
@FaysYoshiru,Waktu lord Rangga bicara aja di katakan begitu 😂,1,1 bulan yang lalu
@oblongnesia," @FaysYoshiru  iya,memang dimata orang awam teori2 konspirasi itu seperti tidak masuk akal dan megada ngada.padahal islam jauh jauh hari sudah mengatakan tentang makar orang jahat,permulaan2 dajjal,disitu sudah di spil bahwa dunia ini penuh konspirasi",1,1 bulan yang lalu
@ParlandtinoChannel,lock down bikin orang yg gak mau belanja online jadi mau akhir pasar ofline sepi,7,1 bulan yang lalu
@reniTa-un6tg,Judol ngk masuk ke ini ya..,5,1 bulan yang lalu
@bundamimi5583,"​ @reniTa-un6tg judol mah, lockdown g lockdown ayok aja sehh...😂 Dah gila judol anytime boleh 😢",0,1 bulan yang lalu
@bimasetiawanal-machzumial-2886,"Ngeri banget ternyata efek nya, mana bener lagi, judol buming awal2 gara2 lokdown, Pinjol dan masih banyak lagi",26,1 bulan yang lalu
@yudhismake8269,Bukti konspirasi ini dan Jika sampai pemerintah Indonesia mengklaim virus yg akan datang ini adalah virus alami ( bukan buatan)   Emang bener sakit sih pemerintah Indonesia ini,3,1 bulan yang lalu
@ariayunita6297,Gue orang awam udh jelas ini BUATAN DAN AMERIKA ISRAEL AD KAITANNYA,3,1 bulan yang lalu
@arifinzainal0221,"Beruntung yg bisa menghindar tidak divaksin, entah apa yg dimasukkan ke dlm tubuh kita yg dikatakan virus yg dilemahkan, setelah pandemi berlalu tapi virus itu tetap ada di tubuh kita, iya nggak sih ?",2,1 bulan yang lalu (diedit)
@Spaletti-e2p,Satoshi Nakamoto?   Ini siapa?,1,1 bulan yang lalu
@drangersss,"@Spaletti-e2p Founder Bitcoin, di asumsikan Satoshi itu si epstein",6,1 bulan yang lalu
@YahyaAsvihany,​ @Spaletti-e2p it's pseudonym,0,1 bulan yang lalu
@coklat813,whattt??epstein itu satoshi???,1,1 bulan yang lalu (diedit)
@juletraalaa,Untung gw g vaksin covid entah apa lah isi nya vaksin itu😭,1,1 bulan yang lalu
@NiePuspita,​ @juletraalaa sama kak aku juga gg vaksin satu kali pun😅,1,1 bulan yang lalu
@fandifandi8839,​ @juletraalaa sya STLH vaksin JD LBH lemah dan sering kedinginan,0,1 bulan yang lalu
@ginanzarsuryadi7972,MBG,0,1 bulan yang lalu
@rifkiramadhoni6554,"Yg ngeri 8 Febuari 2026,mereka mau meting ww3 anjir",0,1 bulan yang lalu
@Amiraven_Crows,​ @rifkiramadhoni6554 Meeting WW3 tujuannya untuk mengetes kemampuan senjata dan memperkaya para pengusaha pembuat senjata kah ??,0,1 bulan yang lalu
@nisty4671,Satoshi itu tokoh fiktif,0,1 bulan yang lalu
@novikafransiska,Om ded kok warna mukanya biru abu2  itu efek kamera atau kena mercury?,31,1 bulan yang lalu
@wahyuexonice, @novikafransiska  Thanos lgi nyamar,34,1 bulan yang lalu
@ekasukmadewii, @novikafransiska oh iya ya kok abu abu🤣baru ngehh,1,1 bulan yang lalu
@AyuRizaKurniawati,⁠mungkin lagi sakit.. Lagi ga fit badannya. Wallahu 'alam,0,1 bulan yang lalu
@ceritainfilm2281,Tolong sampein ke pak prabowo tangguhkan rencana bertemu dengan presiden trump mending jaga jarak jangan malah masuk jurang ya kali aja di dengerin,24,1 bulan yang lalu (diedit)
@FandiBegenk,Halo koide namizo,10,1 bulan yang lalu
@CARLOSTHOMAS2651,"presensi dulu, aku hadir.",6,1 bulan yang lalu
@AktivitasCahayaRantau,"Semoga ALLAH berikan kebaikan perlindungan pertolongan dunia sampai akhirat atas niat baik & langkah baik kpada kk sepulang sekolah dan om Dedy corbuzier beserta timnya, amiin..",6,1 bulan yang lalu
@ceritainfilm2281,Aduhhh politik yang sangat masuk jurang adalah mendekati trump itu adalah pilihan yang sangat buruk,5,1 bulan yang lalu
@alialmubarok9956,"​ @ceritainfilm2281 Admin Bumi akan melakukan segala cara demi menjaga keamanan negaranya, dahulu ada inggris lalu setelah nya dan sampai ini adalah Amrik.",1,1 bulan yang lalu
@ulfahhasanuddin4611,"Habis nonton kiamat AI,, langsung kesini..",2,1 bulan yang lalu
@Alvaido,"apa tujuan epstain ini ""di bocorin"" ?",2,1 bulan yang lalu
@alialmubarok9956,"​ @Alvaido agar fokus orang disitu dan mereka akan menilai dan merespon yg terjadi, lalu merencakan hal lain, mungkin ini uji coba dari bagian rencana besar lain nya.",1,1 bulan yang lalu
@ceritainfilm2281,"Terserah lu bilang agen apa kek bang Indonesia sekarang baik baik saja,masih aman,bisa beribadah kalo deket deket sama mamarika trump takut malah jadi masakah",2,1 bulan yang lalu
@ceritainfilm2281,Paling nggak sampean lah ke deddy corbuzier,1,1 bulan yang lalu
@Gixx-l5j,Gokil lu bang,1,1 bulan yang lalu
@nguyenami5,Up,1,1 bulan yang lalu
@AktivitasCahayaRantau,Terimakasih pencerahannya 🙏,1,1 bulan yang lalu
@Blue_Peachy,Hadir,1,1 bulan yang lalu
@mesutozil7238,Apakah oda udah mengetahui tentang epstein sampe dapet inspirasi imsama,1,1 bulan yang lalu
@KoalaX4,Lah bang kan lu punya chanel yg suka ngebahas beginian😂 harusnya bahas di Chanel lu dulu gak sih😅🙌🙏,1,1 bulan yang lalu
@ermantayang2404,Bang koi kapan Collab sama bang juy lagi?😂,1,1 bulan yang lalu
@Yuliusuilusy4jkavz,Ada nama pemimpin presiden & raja negara di utara ASEAN!!,1,1 bulan yang lalu
@ceritainfilm2281,SAMPEIN YAAAAAAA,0,1 bulan yang lalu
@dianafatmawati1238,Agen😂😂,0,1 bulan yang lalu
@afaazkia6739,Absen bangg,0,1 bulan yang lalu
@ghiansadhiniramadan470,Hadir bang koy,0,1 bulan yang lalu
@SriSubekti-m3g,Gimana nasib ponrekun dok ?,0,1 bulan yang lalu
@maulanarifqi12,Bhahaha bang koy aing juga absen,0,1 bulan yang lalu
@playlistterkini5447,Ini mah kaya obrolan tengah malem yang ga mungkin kejadian  tapi versi kejadian 😢,0,1 bulan yang lalu
@Aretekickr1,Bentar lagi sepulang sekolah ada logo close the door,0,1 bulan yang lalu
@nzul673,Ada bang koy mah auto nonton,0,1 bulan yang lalu
@pocongguanteng,"Nonton Film  Judulnya ""Serbian film"" deh bg",0,1 bulan yang lalu (diedit)
@NoBodiezzs,"Sama AI aja banyak orang seringkali ketipu, gimana ngadepin dajjal ya bang? 😰",0,1 bulan yang lalu
@programmer-skill-issue,email nya yang mana si bang? gw penasaran pengen baca,0,1 bulan yang lalu
@farmsapihs,Hadir,0,1 bulan yang lalu
@irfanwahyudi4685,Di lu kpn bg bahas epstein,0,1 bulan yang lalu
@Agoyollo,Finger dulu,0,1 bulan yang lalu
@SHADOW47ARMY,Ketika agen berkumpul.,0,1 bulan yang lalu
@MrWirog88,Halo agen koi,0,1 bulan yang lalu
@nimascout.3656,Bahas koi,0,1 bulan yang lalu
@fitriyaniyusbar6794,Prabowo leboh buruk dari Epstein,0,1 bulan yang lalu
@kalendrasaputra952,Hakikat kejahatan itu bersifat primitif,0,1 bulan yang lalu
@panduavhan9537,"Tambah pusing z mikir hidup,udah usaha sepi rame gosip elite global lagi...yg cocok pura pura tdur sambil megang anggur,",0,1 bulan yang lalu
@autowijayakediri5955,ternyata selama ini koy adalah agen,0,1 bulan yang lalu
@AsariHarini,Dunia mulai seram dan menyeramkan,0,1 bulan yang lalu
@ALDIWESTPLAT,1 jam lalu,0,1 bulan yang lalu
@sejengkalTanah-,"Akhirnya ada yg percaya dengan gua sekarang, dulu covid juga pernah di bahas keluarga rockefeller",0,1 bulan yang lalu
@masputkuID,mantap paduka,0,1 bulan yang lalu
@randomcn1161,Mamamamamarketteeeeng,0,1 bulan yang lalu
@asepnurrohmat4232,Yahhh upload nya malah disini si koi,0,1 bulan yang lalu
@matsuka6,Syerem,0,1 bulan yang lalu
@ggwpjoin8323,koi ini pengalihan isu amerika mau nyerang iran agar masyarakat di dunia terlena dengan pengalihan isu kasus epstain,0,1 bulan yang lalu
@dwiyuliani3681,Penonton setia sepulang sekolah ☝️karna suka bgt sama sejarah dan keadaan berbagai negara❤,0,1 bulan yang lalu
@anoboy_tv07,Orngnya yg menyetir krisis moneter punya media terkenal 😂😂😂😂,0,1 bulan yang lalu
@AraAlmilo,Jahahahah,0,1 bulan yang lalu
@twoadebagaskoro8218,Emangnya apasi bang e bujet kaga paham Gweh ada agenda apah,0,1 bulan yang lalu
@irvisekararum6542,"Yang di menit 25:09, baal itu ada di alkitab (raja-raja) sama al-quran (as-saffat:125) waktu zaman nabi Ilyas/elia. Yang sering aku denger yg ikut sekte-sekte kesamaannya pengorbanan bayi sama penghujatan terhadap tuhan. Ini spekulasi ya, mungkin kiswah Ka'bah itu salah satu bentuk dari itu, makanya pengusaha perempuan yg pengen masuk ke kelompok itu kasih penekanan kalau kain itu udh didoakan banyak orang.",0,1 bulan yang lalu
@Chandragitanara,Udah pulang sekolah belum bang?,0,1 bulan yang lalu
@ShintaShop-w5h,Untungnya si botak udh mengenal agama jadi gak kebablasan.,0,1 bulan yang lalu
@n3d127,Ada yg belum terjawab dan tidak dibahas... mengenai penyimpangan di eipsten tujuannya buat apa ya? Semua penyimpangan ada tujuannya kan,0,1 bulan yang lalu
@zxy-project,bang bahas lebih dalam lagi kalo bisa. kayaknya bener2 gila isinya,0,1 bulan yang lalu
@harizachmad4503,😂,0,1 bulan yang lalu
@redrage4162,"Ada file yg di buang katanya dr deep web ttg epstein study tour ke lab rahasia alien, krn g ada sangkut paut human trafficking dan perkaosan jd di abaikan",0,1 bulan yang lalu
@The_Secret-l2g,Kayaknya Intel nih😂,0,1 bulan yang lalu
@Tarra94,Ini bahas apa sih belum tau berita nya,0,1 bulan yang lalu
@TanaraImazi,Siapa ya ?,0,1 bulan yang lalu
@DewisDefita-l5i,Yg main ytb kena woiiiiii 😂😂😂😂,0,1 bulan yang lalu
@andiepurwandi1533,Om sehat om??? Sehat sehat om,0,1 bulan yang lalu
@DavidVilla-z7r,ati2 dibungkam sebelum berisik 😂,0,1 bulan yang lalu
@smintan5650,Knpa manggil pelaku pdf pakekata “beliau” 🫵  Ga boleh diulangi lagi bang!!🫵🫵,0,1 bulan yang lalu
@lar_krakap,Undang bennix dong,0,1 bulan yang lalu
@jakajaka2247,Agen thailand nih .. Muncul 😂🎉,0,1 bulan yang lalu
@ndralaksmana2888,Koiiii,0,1 bulan yang lalu
