Username,Isi komentar,Jumlah like komentar,Waktu komentar
@RePhantomz,"koreksi pak RT elon musk termasuk yang spicy karena doi mau ""maen"" ke pulau waktu natalan",0,1 bulan yang lalu
@garinshafarillayoga1717,"banyak yg ngebahas ini,tp pas ngedengerin gak ngerti,tapi kalo di jelasin sama si babu langsung ngerti banget,malah nanti gue bisa jelasin juga ke temen temen gue in real life kalo ada yg nanya ini kasus apa wkwk makasiii babuuuu🎉❤",0,1 bulan yang lalu
@denkurnia07,"hmm.. menarik, thx babu udah rangkumin manusia yg males ngulik dr awal ini 😂",0,1 bulan yang lalu
@Dwiyput,Akhirnya ada rangkumannyaa yg dibawain dr sang idolaa🎉 makasihh sangat menolong aku yg kepo tp lg mager baca2😅,0,1 bulan yang lalu
@mylil.princess,"PALING SERU NONTON DI CHANNEL INI, MUDAH DI MENGERTI DAN SANGAT MELOKAL 😂",0,1 bulan yang lalu
@anggrainiistianingrum,Terimakasih ya bank hiro dah di ceritain dah di rangkumin thanks 40:00 uhuy..,1,6 hari yang lalu
@Vegarizky-s2u,"suka bangt sama penyampainnya jelas dan bahasa bayi bngt jd org awam bisa paham, supaya g blunder kemana2 soalny kn tau yakk netijen indo kan suka kemakan info mentah2 tanpa tau apa itu. terimaksih babang glowing",0,1 bulan yang lalu
@RahayuAipa,"Lagi viral nih, dari kemaren berharap banget di bahas ma babu. Alhamdulillah dah ada hahahah tq buat yg riquest ke babu kita semua wkwkwk   Tq juga buat babu yg selalu gercep :_LUV::_LUV::_LUV::_LUV:",0,1 bulan yang lalu (diedit)
@ayeshachozie6592,Pernah denger di yutub yg lain tapi yg di jelasin bang hiro yg lebih masuk ke otak.. Yg lain baru denger aja bikin puyeng 😂,0,1 bulan yang lalu
@Travelerkng,Kalo bang hiro yg jelasin emng lbih mudh di fahamin. Makasih bang hiro,0,1 bulan yang lalu
@loraizzatullaila1264,"Makasih banyak bang, asli gue udh nungguin banget lu bikin ini mantapppppp",0,1 bulan yang lalu
@amandaameliaputri7811,"TERIMAKASIIIIIII BABANG GLOWINGGG, jadinya gua gabaca sendiri yang sebanyak ituuuu❤❤❤❤",0,1 bulan yang lalu
@HayanCici,Nonton simpson ges itu doang yg ngespill dengan selamat😂,0,2 minggu yang lalu
@amogot7258,Alhamdulillah teh  bisa ngeliat teteh lagi. Ude lama banget. Alhamdulillah😊😊,0,1 bulan yang lalu
@riveryuje,Makasih babu pasti butuh effort extra bgt buat ngerangkum kasus ini krn files nya jutaan tp kita tinggal dengerin aja😁,0,1 bulan yang lalu (diedit)
@haryanijitmau6312,"Koq pas banget sih,AQ dengerin ini sambil setrika 😂😂 mmg utk orang2 sibuk yg bisanya denger berita sambil urus kerjaan rumah 😂😂",0,1 bulan yang lalu
@YanLiann,"Selalu nungguin update an video dr bang hiro, soalnya serasa kyk ada tmn yg nyeritain, mn jelasinnya selalu pake bhs bayi😄😄",0,1 bulan yang lalu
@zeefatim,"Hiro.. are u okay..? Kok matanya capek banget. Sehat² terus ya kita semua, hiburan yang selalu ditunggu TC, TC VIP & MT😊😊😅",1,1 bulan yang lalu
@sarahsaputri5895,Kemaren juga kang Syarif posting dapet potongan kabah,1,1 bulan yang lalu
@rosemia509,Babang tampan kamu kerja keras ssyekali…. Makacihhh bnyak ❤,0,1 bulan yang lalu
@nisfianinasabina4415,Yang ditunggu2 akhirnya up😅😅,0,1 bulan yang lalu
@Kurnia_Aji1830,Dah 1 tahun lebih ga mampir chanel ini .  Langsung maraton ini,0,1 bulan yang lalu
@taffybear-t6w,"salfok sama kantung mata bang hiroo, abang jangan cape2 yaaa, jaga kesehatan yaaa abang 💗",0,1 bulan yang lalu
@syahmumugni6083,sudah kuduga pasti ngebahas... lets go!!!!!🎉,0,1 bulan yang lalu
@roseeriana8480,"Seru banget bang bagian konspirasi di x dll, part 2 ya bang",1,1 bulan yang lalu
@yulirosebaya9672,"Wah sudah 4 jeti lebih subkriber ya Babu,,, sy join masih 900an😅 selamat ya Bu❤",0,1 bulan yang lalu
@dewikartika1126,"Ter_update selalu, hatur nuhun babang tamvan,,,, ❤sakebon",0,1 bulan yang lalu
@AkuRanya,Salfok sm kantong matanya babu.. Jangan begadang mulu ya babu..banyakin istirahat.. Insyaa Allah bulan depan naik gaji yaa 😆🤭,0,1 bulan yang lalu
@novieprasetyo,"Nah yg ditunggu, lwt fyp mulu nih kasus soalnya, makasihy ya babu tamvanku❤",0,1 bulan yang lalu
@Ariezadyan,"Enak banget neranginnya kaya guru, auto subscribe❤",0,1 bulan yang lalu
@pbgberjaya-wo9oi,"ngikutin babu sejak nemu videonya si stalker dewa dewi, lgs sikat habis semua video2nya babu.. emang agak laen babu satu ini, asbunnya bikin ngakak😂😂 sehat2 ya babu. otw jadi member VIP, biar serasa jadi keluarganya babu😃😃 kan bentar lagi lebaran, kali aja bisa mampir pasar minggu😅",0,1 bulan yang lalu
@auliafirda6356,INI YG MAJIKAN TUNGGU TUNGGU 👸🏼👸🏼,0,1 bulan yang lalu
@yanifk,"Pas dapet notif nya MLM mau nonton bocil masih pada melek Al hasil pagi""",0,1 bulan yang lalu
@senjanishanin,Akhirnya upload soal case ini juga. Aku nungguin bang hiro bahas ini wkwk.,0,1 bulan yang lalu
@dewiaryani9905,"Akhirnya bang hirooo gue nungguin lu bawain ini, thx bang Hiro 🎉",0,1 bulan yang lalu
@dinanuraini487,Omaga pulang kerja langsung nonton nich bang😅,0,1 bulan yang lalu
@RevoAhmadrafi,"yg lebih gilaa lagi sih yaa. covid 19 ternyata juga ampe di rencanain. sakit ati bgt si jdi warga Cina di fitnah kaya gtu, apalagi covid kasus mendunia, bayangin brp ratus juta jiwa yang hilang nyawa gara2 covid 19 emang bnr2 ya amerika pengen nguasain duniaa😓😢",10,1 bulan yang lalu (diedit)
@ayupadmini4190,"Baru mau req si jepri, eh dah upload aja😂",0,1 bulan yang lalu
@ansalaputri,Gilaa baru smlm gue request luv pokonya 🤍🤍🤍,0,1 bulan yang lalu
@renyoktora266,"Iyess akhirnya dibahas sama babang glowing, apapun kabar viral kalau penjelasannya dari babang hiro jadi semakin paham 👏",0,1 bulan yang lalu
@raniasilvia7263,terima kasih babu..semoga makin deras rezekinya,0,1 bulan yang lalu
@tasyaaurellia2209,"aaa so happyyyy, makaci babuu❤",0,1 bulan yang lalu
@endadewi5,yipieeee bng hiro yng ceriitaaaa😝,0,1 bulan yang lalu
@fangirlthing2054,Durasi vid terlamaaaaaaa di chanel babu glowing,0,1 bulan yang lalu
@laylafasyafa,"Maksih bang udah merangkum kasus ini, makin dar der dor aja ini dunia, yg di buka ke publik aja udah se Disgusting ini, apalagi yg di keep, bener² dakjall mereka 😢",0,1 bulan yang lalu
@selvidwirachma982,"Baanngg, itu mata panda medok benerr,,, istirahat luu bang... Tidur doloo :_LUV:",0,1 bulan yang lalu
@deskadianputeriz7967,Eksklusif sekali babu bkin durasi gak kaleng2 ngebahas si Jepri ini 😅,0,1 bulan yang lalu
@linadewiambarwati2420,Gercep banget hirotada langsung ngebahas ini,0,1 bulan yang lalu
@Aliya-h2y9h,"Kemarin aku udah nyimak di channel nya om Ded, tapi b*ta arah aku nya. Harusnya nyimak di sini dulu biar mudeng. Makasih bg Tada.. Sehat2 kamu yaa",0,1 bulan yang lalu
@irmarismaya8233,Wahhh sekaliii.. dri kmren2 pas booming nunggu babu bahas ini..,0,1 bulan yang lalu
@ShellaAdelia-s9x,Makasih banget bg aku emg nungguin video abg soalnya lagi urus newbron jd ga sempet nyari nyari tau 😅,0,1 bulan yang lalu
@mitapuspita8995,"Kak aku baru liat beritanya seliweran di ig, kan aku sherc ternyata kk udah upload 16 jam lalu, trimakasi😊",0,1 bulan yang lalu
@aeolss,"TENGKYUW BANG HIROOOOO, KIRAIN GA BAKAL BAHAS INI😭✌🏼",0,1 bulan yang lalu
@dontguessssss,Salfok ke matanya bang hiroo apalagi yg sebelah kiri (di video). Semoga sehat2 terus ya bang,0,1 bulan yang lalu
@tayayaya-gz3jq,"Yang bikin eneg,isi email yang membahas bayi!!! Pokoknya Naudzubillah!!",1,1 bulan yang lalu
@citasaskaraakbar8761,Wkwkw pusing lu ye di tag dmna2 hahahaha manteeppp cayaangkuuu,0,1 bulan yang lalu
@rizkasaragi4372,"Pas Hiro bilang ""creamcheese"" asli gw lgi nyuap nasi langsung berhenti wkwk huek",0,1 bulan yang lalu
@Nothink_thing,Rilisnya file ini yakin bgt buat mengalihkan isu Board Of Peace & perdagangan organ rakyat Palestine yg di lakukan Israel..,2,1 bulan yang lalu
@parkcarmen,"ketika ada berita apapun yg lg viral dan terlalu ribetttt buat nyaritau dan buat ngrti, auto ke sini🤣 udh dirangkumin di ceritain dengan ringan lgsg deh paham wkwkwkwk",0,1 bulan yang lalu
@ナナちゃん01,"FBI Amerika terkuat di dunia, iya kali dokumentasi begini gratis bebas di akses😂",0,1 bulan yang lalu
@sriayuwandini,"Kita hrs waspada ancaman  org2 biadab ini,anak2 kita hrs dijaga oleh org tua dan kita hrs beriman kepada allah",0,1 bulan yang lalu
@dwiasripertiwi23,"Makasihhh bang hiro,niat hati mau request enih kasus tapi sungkan ih:_LUV::_LUV:",0,1 bulan yang lalu
@safitriazizah,"Makasih bang hiro, sudah ngerangkumin ini berita, sampe suami aku nanya dari kemaren, ""hirotada udah bawain berita jepri belom "" wkwkwkkww",0,1 bulan yang lalu
@lytabains9296,"Cuma nonton di video bang Hiro yang bikin aku ngerti kasus ini ,makasih udah bahas ini bang Hirotada",0,1 bulan yang lalu
@mayangsari8837,Bang gw LG hamil ....tumben MLS banget nonton video elu 😢😢😢 Pdhal video elu yg di tunggu ...tp malah GK habis2x nonton ini,0,1 bulan yang lalu
@chimochiiL,emang dari awal suka sama babu karena asal ceplas ceplosnya. sehat-sehat terus ya bang hiro 🙏🏻,0,1 bulan yang lalu
@MegaSilvia-d3k,"Makasi ya kak. Gw jadi tercerahkan. Soalnya simpang siur bgt nih berita"" soal Eipstein Files ini. Apalagi soal ""kiswah"". Ada yang bilang itu pemberian dari Pangeran Arab ke Eipstein buat semacam ""gratifikasi"" lah. Ngeri bgt kan fitnahnya. Naudzubillah...",0,1 bulan yang lalu
@Redmi9a-dw1of,"Ini kelima kalinya nonton ini, gak pernah sampe selesai woyyy gara2 ketiduran😂😂",0,1 bulan yang lalu
@ristalestari4113,THANKYOU SO MUCH BABUUUUUUUU!!🤩,1,1 bulan yang lalu
@yuniwarningsih1818,Kenapa org kalau dah banyak uang dan punya kekuasaan kaya bebas berbuat apapun 😢 bener2 dunia ga kekurangan orang pintar tapi orang jujur,1,1 bulan yang lalu
@Parung17,Ngumpulin segitu bnyaknya Harta dari muda ujung2nya mati.,0,1 bulan yang lalu
@izi2647,keinget cerita Hiro tentang sicewek dijebak sama temen nya yg pemuja sekte lain itu terus sampai hamil dan bayi nya itu dijus dimakan sama orang2 berkuasa itu😭,0,1 bulan yang lalu
@jurnalimud,"Bang Hiroooo istirahat duluuuu, jaga kesehatan 🥹",0,1 bulan yang lalu
@rahmarizky5336,"lucu banget babu, nyebutnya, si jepri sama si kunti gisellen 😂",0,1 bulan yang lalu
@popysetyaningsih9319,"Baru kemarin baca krn lewat di tiktok apa di ig lupa Eh skrg dijelasin sama bang hiro,thank you bang❤  Udh ga skip2 iklan lho bang sbg bentuk apresiasi,ehe",0,1 bulan yang lalu
@MuhreyPratama,Lumayan lengkap abg ini bahasnya.. Soalnya saya sdh nnton filty rich di netflix 1-5  udah semua sya tonton.. Abg ini hmpir mendekati crita dgn di film itu,0,1 bulan yang lalu
@novidwi6603,Ak tim yg belum tau apa2 soal kasus ini. Thank u ya babu ❤,0,1 bulan yang lalu
@ArzabilaPlayground,"Plot twist.. bang Jefri ketangkep kamera lg ada di Israel, lahh.. gak jadi metong yaa doi.. 😅",1,1 bulan yang lalu
@SuperPutrino,"Akhirnyaaa bahas ini juga lo ro, soalnya males baca and males dengerin dari yg lain...😆😆😆",0,1 bulan yang lalu (diedit)
@Susanbts,Thank you bang udah rangkumin. Dari kmaren2 heboh bgt. Tp males mau denger dari Chanel lain,0,1 bulan yang lalu (diedit)
@ndutz9083,klo hirotada yg jelasin koq bs paham ham ham.  cocok jd guru😅.,0,1 bulan yang lalu (diedit)
@ainovita4784,makasihhh babangggg glowing udah bahas ini 😭❤,0,1 bulan yang lalu
@sugarrapunzel21,makasih babang glowing udh diwujudin permintaan para majikan,0,1 bulan yang lalu
@CholivatulHidayah,"Makasihh bangg , akhirnya akuu yang kudett ini tercerahkannn 👐🏻",0,1 bulan yang lalu
@dimasfajartaufiqismail1643,"Untung kita hidup di negara yang pemimpinnya tdk zalim, bertanggung jawab🥰🥰",0,1 bulan yang lalu
@kylieevelyna,"makasihhh bang hiroo udh dibikinin rangkumannya, soalnya aku baca di x pusing bgt 😭",0,1 bulan yang lalu
@Wdyz523,Sudah ku nanti nanti lo bahas ini bang dari kemaren pas rame 😂😂 Makasih so much!,0,1 bulan yang lalu
@nokncie3565,Aku ngetag bang Hiro di Tik Tok. dan sekarang di bahas juga. ☺️,0,1 bulan yang lalu
@bonobonoyaa3811,"Yeahh akhirnya dibikin, udah request pas lagi naik²nya di x",0,1 bulan yang lalu
@mayamagdalena5453,❤❤❤❤❤ meskipun udh dibahas dimana2 tetap favoritku klo dibawain bang hiro :3,0,1 bulan yang lalu
@JakaSembung-jc6kw,"gur yakin si jepry ini penganut sekte,,, duitnya bnyk bgt smpe beli pulau",0,1 bulan yang lalu
@bumbutaro,makasih babu sudah membahas ini.. tengsssss smoga babu masuk syurga,0,1 bulan yang lalu
@NisaCiptajayabening,"Mksh kak hiro udh jelasin ceritanya, soalnya aku sibuk rebahan ,ga sempat nyari2 dri awal kasusnya.",0,2 minggu yang lalu
@andibella8061,"ini mirip sama drakor good boy anjir, villain nya juga bukan orkay awalnya ternyataaaa dia punya dokumen dokumen rahasia para elit elit ituuu jadi dia berkuasaaa😮",0,1 bulan yang lalu
@AdiGalon-h9c,"Kmarin nyari info ttg si Jefri ini,belum ada yg gampang masuk ke otak. Klo bang Hiro ini yg cerita,beuh lgsg tuh ngarti kita 😅",0,1 bulan yang lalu
@Riff0906,"""Jepri"" berasa tetanggaan 😂 amit² astaghfirullah 😂",0,1 bulan yang lalu
@coachRiana25,"Konten bang hiro menemani q di saat masak, jemur baju, lipat baju😁😁 semangat bang.. sehat2 selalu..",0,1 bulan yang lalu
@swaghandle99,Ini yang aku tunggu😅 Ngga mungkin babu ngga bikin untuk menghibur maziqan,0,1 bulan yang lalu
@dianaristia9278,"Asseeeekkkk dibahas dimari ,saranggeong bang ❤😂🎉",0,1 bulan yang lalu
@dndromeda,Aaaaa lopyuu bang hirooo akhirnya ngebahas iniiii,0,1 bulan yang lalu
@yanimaryani7775,"malah salfok sama kantung mata bang Hiro.... sehat selalu bang,",0,1 bulan yang lalu
@Delianaulfa16,"Singkat padat dapat dimengerti, terimakasih bang hiro❤",0,1 bulan yang lalu
@ArniaAristan2112,Gila yaa 😩 Pocili prindavan konoho dan sono sarua wae doyan duidd..auto semua liciiiiinnn  Busett,1,1 bulan yang lalu (diedit)
@bubblegum4383,"Apa babu ga muaakkkkk baca2 itu info nya😢segitu buanyaakkk, makasih banyak babu gantengku😅😂",0,1 bulan yang lalu
@lutfianadamayanti2932,akhirnya babang tamvan bikin. puja kerang ajaibbb,0,1 bulan yang lalu
@blueroyalatte,Liat video2 footagenya berasa gak nyaman banget,2,1 bulan yang lalu
@MariaTada-x8r,Paling suka klu bang hiro yg bahas sangat keren jelas terpercaya tdk seperti mereka2 TOP abang mksh 👍🫰🙏,0,1 bulan yang lalu
@nooozzzlll,Babu kantong matanyaaaa. Pantes pake kacamata terus. Sehat2 babang 😭😭🙏🙏,0,1 bulan yang lalu
@jstdumpp,"makan sambil nontonnn bang hiroo, makanan jadi lebih enak 😭😖",0,1 bulan yang lalu
@laurenmasra6949,"Makasihhh bang hirotada, jadi paham skrg sama cerita si Jepri ❤😁",0,1 bulan yang lalu
@silviardfrfvia9239,Yang di tunggu tunggu dri babang hiro makasih bnyak bangg semangat terus dann jaga kesehatan😅,0,1 bulan yang lalu
@NoviAnty-z8l,Akhirnya ngebahas juga udah di tungguin,0,1 bulan yang lalu
@ραων,"masalah baal dan ngorbanin bocil pertama itu jadi keinget Temen Cerita gereja setan dan kebun anggur, figur deitynya mirip2, permintaan juga mirip2 dan tujuannya mirip",0,1 bulan yang lalu
@loser6019,Gerceppp banget babuku 🫰🏻🤭,0,1 bulan yang lalu
@zaa_ly,"Dari kemarim2 fyp terus, tpi ku emang nunggu bang hiro bahas ini😭",0,1 bulan yang lalu
@oktafianiberliansari3834,Video ini yang ditunggu2 🤣,0,1 bulan yang lalu
@sareytea,Baaaangggggg.... salfok sama ujung topi... Udh rombeng robek 😅😅😅😂😂😂 beli yg baru napa bang... Jgn kya org miskin bang hahahaaa,0,1 bulan yang lalu
@Thaochun001,"yeyy akhirnya yg kutunggu2 , ak pusing bgt bca di x",0,1 bulan yang lalu
@mylagaluhs,akhirnya muncul juga konten ini,0,1 bulan yang lalu
@ratyaekapratiwi,"Makasih loh bang Hiro udah bikin aku paham sama kasus ini,  Ya berhubung kita ga bisa ngapa2in, cuma bisa doa semoga Allah selalu lindungi kita semua, dan mudah2an si jeprot dan teman sesirkelnya dapat balasan berat di akhirat nanti🎉🎉🎉",0,1 bulan yang lalu
@heldafadilla,Ini yang ditunguuuuu🎉,0,1 bulan yang lalu
@ghitanr9743,Hiro kali ini positif sekalee 😂🤣,0,1 bulan yang lalu
@Army_Meta92,"Dari sekian banyak yg bahas kasus ini,, cuma cerita dri bg hiro yang bisa masuk ke otak Q 🤣🤣🤣👍",0,1 bulan yang lalu
@ahmadoezie88,Epstein tidak mati dan masih hidup dan di bikinin identitas baru secara dia super kaya raya bisa menyuap siapa saja😂,1,1 bulan yang lalu
@ShiningJokes,Gak lihat punya youtuber lain sebelum lihat videonya bang Hiro 😂,0,1 bulan yang lalu
@VionyMargarena,"Lewat fyp , langsung ke sini",0,1 bulan yang lalu
@fitriannisa3150,paling mudah dipahami cerita dari bang hiro wkwkwkw,0,1 bulan yang lalu
@widyaa_003,akhirnya di rangkumin sm bang hiro :_KEREN:,0,1 bulan yang lalu
@NoelJeyden,Tak tunggu tunggu dari kemaren 😅,0,1 bulan yang lalu
@wiwikharyati3007,Lu kalau ngomong nyenengin😂,1,1 bulan yang lalu
@astriwidia8488,Mantaaappp .. gerceeppp,0,1 bulan yang lalu
@Mbakpiyya,Yg kutungggu2 akhirnyaaaa,0,1 bulan yang lalu
@Elif-ty3sx,"Lagi nyimak obrolan om dedy dan pulang sekolah, to serious kurang 15 menit Lagi sih,  mampir sini dulu biasanya ada lucu lucunya😅",0,1 bulan yang lalu
@rubycantik-g3r,Aduuhhh babang babuuu gantengg tauu ajaa butuhh asupannnn,0,1 bulan yang lalu
@Gafindraboys,Babang hiro terbaik sih ❤❤❤❤,0,1 bulan yang lalu
@babygaming04,Hadir....mkn sambil nonton 😊,0,1 bulan yang lalu
@zkareka,"Kemaren nonton di ctd bahas ini ampe bengong krn bahas bayi, skrg agak chill krn beneran pake bahasa bayi soal Jepri🫠",0,1 bulan yang lalu
@Inangszzz,"Bang tau gak dri kmarin2 aku menahan diri untuk tidak mencari tau apa apa krna nungguin kmu up aku bgitu yakin wktu terdekat ini kmu pasti akan up kasus ini, setiap ada yg bahas aku skrol aja gak peduli diriku bilang seperti tunggu hirotada aja gak bingung semua lngkap dan details 😂😂",1,1 bulan yang lalu
@ajenjenong,Mukanya mirip Franco Baresi njirr😂😂,1,1 bulan yang lalu
@rikanurhayati644,Si jepri ikut pesugihan level Dajjal 😢 bukan cm tumbalin 1-2 orang tp bener2 kelakuannya kaya dajjal,0,1 bulan yang lalu
@StreetlightSpearB,baca komen seru banget😭 konspirasi dan dugaaan² netizen bisaaaa masuk akal semua wkwkkw,0,1 bulan yang lalu
@faraverambv,"kekayaannya berasa liat film The Great Gatsby ,orang2 bingung hartanya dr mana",0,1 bulan yang lalu
@nawridamha1256,Bang saran aja klo ada kelanjutan kasus epstein yg extreme2 atau vulgar lanjut di video langganan biar gak di sensor2 😁,0,1 bulan yang lalu
@novitapatrisiana3597,Gibah disini berasa si jepri tuh tetangga sebelah rumah..si bebek aga sonoan dikit 😂😂,0,1 bulan yang lalu
@leeenni-g3g,Padahal udah banyak yg bahas.. tp nungguin bang hiro yg cerita 😊❤,0,1 bulan yang lalu
@yoiminnn,"Gue percaya statement:  ""KONSPRIRASI ADALAH FAKTA TERTUNDA""  Udh terlalu sering bahasan yg awalnya sekedar konspirasi bertahun kemudian ternyata real. Segila itu ternyata elite² global dibalik layar...",0,1 bulan yang lalu
@SitiFatima-dt4yg,Krim cheese kayaknya pernah dengar cerita yg jus bayi.,0,5 jam yang lalu (diedit)
@TheSmile007-l7q,Si Trump udah mulai oleng makanya kayak agak-agak 😂,0,1 bulan yang lalu
@elmifauziani2757,Akhirnya ada yg bikin soal kasus ini😭🙏,0,1 bulan yang lalu
@karuniakarin3291,"Fan elu tau tauan bae gua emak emak yg suka masak lodeh sm nyiiapin bekel anak, gua masak sambil dngerin youtube elu nihhh🤭🤭😭😭😭🤣",0,1 bulan yang lalu
@ChristinaTan-o8d,"Denger bang Hiro sebut namanya Jepri bukan Epstein.. Berasa si Epstein bukan orang buke, tapi orang pasar Minggu😂😂😂😂",0,1 bulan yang lalu
@syaoqieshidqu9795,"Pantesan kaya banget sampe bisa beli pulau, ternyata pesugihannya next level 😮",0,1 bulan yang lalu
@bangkamal6325,Yess akhirnya bang Hiro bawain kasus ini🎉,0,1 bulan yang lalu
@nagaaurelia2918,Aku gak tau sama sekali. Tapi penasaran pengen dengar masalahnya apa gitu. Makasih ya Hiro ❤😂,0,1 bulan yang lalu
@marinadinna3736,Si jepri ini kayanya manipulator kelas kakap,0,1 bulan yang lalu
@FemmyPutriAkbariani-r5z,"Jepri ini pinter dan licik,setiap yg dia dketin lngsung dia cari kelemahannya apa,sampe manut"" aja ke dia,dan dia punya ide yg gila yg muasin orang"" itu,",0,1 bulan yang lalu
@allyanaakellen6113,penasaran bgt dgn kasus ini mau nonton tapi nunggu bang hiro dan akhirnya,0,1 bulan yang lalu
@lenahlestari408,Gosip netijen adalah fakta yang tertunda😂😂,0,1 bulan yang lalu
@AtikaPutrii-b6d,"Aku adalah org yg mls nyari tau, tunggu bg hiro jelasin aja😅",0,1 bulan yang lalu
@yosefhine2665,"Pernah baca komentar orang di salah satu postingan Jepri ini. Kabarnya diplomat muda yang dilakban, lagi ngejar kasus ini. Yang dulu kita kira human trafficking pekerja ilegal Kamboja, ternyata dia lagi penyelidikan kasus anak dibawah umur yang diju*l ke Singapur. Makanya ada fd yang hilang",0,1 bulan yang lalu
@jinggabussines9663,"bg seriusan yaa,, dengerin abg cerita berasa didongengin,, slalu ngantuk dan tertidur akhirnya,, astaga senyaman itukah aku mendengar suaramu 😁",0,1 bulan yang lalu
@beeshop7267,konspirasi si jepri bikin geger dunia,0,1 bulan yang lalu
@pandasteamedbun806,ya kali epstein chat tukang galon😂😂,0,1 bulan yang lalu
@ElHafizmubarok-wi8zo,Pesugihan internasional 😮,0,1 bulan yang lalu
@jackiekimberleychia4331,"Makasih mas Hiro bahas kasus ini,emang pengen tau kasus ini tapi blm ada ketemu:_WAH:",0,1 bulan yang lalu
@wennyy.993,Request kasus gila dan sensitif untuk vip boleh ga sih kak Hiro? Misalnya ngebahas lebih dalam kasus jepri ini gitu 😂,0,1 bulan yang lalu
@evsmr,Bg Hiro update ih. Padahal baru aja mau minta bahas ini ❤,0,1 bulan yang lalu
@hana95871103,"Si jepri, pak donal Ya Allah bang 😂",0,1 bulan yang lalu (diedit)
@ZumiyatiNK,"Udah akrab bgt ya bang hiro panggilnya lokal bgt, disaat yg lain klo bahas ini sebutnya epstein. Bang hiro sendiri yg nyebut JEPRI😭😭😭",0,1 bulan yang lalu (diedit)
@ernaherlina8014,"Kasus Epstein yg melecehkan anak2 SMA/SMP dengan dalih pijat ini dulu pernah jadi inspirasi kasus serial Law and Order : SVU tahun 2011.  Gw inget karakter detektif utama di serial itu ""Olivia"" bilang yg terlibat di sini bisa bikin kita dipecat dan kehilangan uang pensiun",0,1 bulan yang lalu
@sintaefriana4517,Babu kitaa gercepp jadi para majikan jg harus gercepp,0,1 bulan yang lalu
@jumarizxz,Sitrum sih mukanya kaya penjahat kelas kakap gitu,0,1 bulan yang lalu
@chyfj23,"tetap waspada  pantut kita curigai berita epstein ini  yang sedang viral ,  siapa tau ini salah satu strategi elit juga  . perbanyak  lah istigfar dan sholawat .",1,1 bulan yang lalu
@BENIUMAMI,Diatas kekayaan Jefri masih ada lula dan sela alias (OKB) 😂😂😂,0,1 bulan yang lalu
@putriumaisyarif,"Sehat sehat ya bang Hirotada, jaga kesehatan, jaga tidur dan makannya juga yaa.  Ngeri banget liat kantung matanya 😢😢😢😢",0,1 bulan yang lalu
@akuuuayaaa,ini mah bener bener apa kabar dunia? udah gilaa yaa babu yaa:_HAHAHA:,0,1 bulan yang lalu
@Rafayell_loverss,Sama 😂😂,0,1 bulan yang lalu
@ArinPurwikasari,"makasih babang Hiro,otw Mendengar kn",0,1 bulan yang lalu
@fadhila1093,"MAKASIII BANG HIROOO, AKU GAK IKUTIN DARI AWALLLL, YUHUUU TERRBHHAAAEEEKKKKKQQQQ",0,1 bulan yang lalu
@vathasia,Makasi y babu~~ Jd terang benderang infonya~~~,0,1 bulan yang lalu
@NFazilla-f2e6k,Ini dia yg ditunggu tunggu,0,1 bulan yang lalu
@niningrochmaniar5356,Baru dengar lagi suara unik Hiro,0,1 bulan yang lalu
@Ayudya-y7h,"Syukron ,jadi gamblang  akutuh",0,1 bulan yang lalu
@Me1993tahir,"Ngemil nya, pisang goreng crispy belakang kntor desa ciangsana, d gofood, grabfood shopee food  Enak , murah, knyang",1,1 bulan yang lalu
@fingersneversleep-r9o,wiiih baru mau request bahas ini bang,0,1 bulan yang lalu
@haninrl4643,Thanks baaang ditungguuuuu,0,1 bulan yang lalu
@kartikajisooya,Yang ditunggu emg versi babu wkwkwk,0,1 bulan yang lalu
@megaafrianti9259,Bang hiro abis ini bahas dari sisi mistisnya si jepri ini yak❤,0,1 bulan yang lalu
@ninaekil88,Kameranya semakin profesional,0,1 bulan yang lalu
@WashadiHadi-k9h9x,Dengerin sambil motong² sayur mau masak 😅 Krn durasi lumayan,0,1 bulan yang lalu
@claudyaaliyya03,Semangat ka hiro😊,0,1 bulan yang lalu
@darrellpramatahafidz2898,Nah gitu dong bikin video tuh yg panjang 😂,0,1 bulan yang lalu
@rubby5440,YANG DITUNGGU TUNGGUUUU,0,1 bulan yang lalu
@GaleryGabut32,"Baru nonton lagi kakak hiro, makin laki alhamdulillah",0,1 bulan yang lalu
@kusumasaw127,Waaaaah akhirnya dibahas,0,1 bulan yang lalu
@mariaratna3854,Wadidaww..41 menit cm buat mysterious things..mantaps betul ga tuh😄,0,1 bulan yang lalu
@jasminewhite86,Keren ro review nya panjang🎉,0,1 bulan yang lalu
@PunyaTJPQ,Bersyukur gak ada nama babang Hiro di files nya😂,1,1 bulan yang lalu
@dhakay1820,"Semoga Cepat sembuh ya babu kami, smpe² harus pake kacamata konten nya 😢",0,1 bulan yang lalu
@bimbie1943,kasus yg gak bakal pernah terungkap karena pelakunya elit global😂,0,1 bulan yang lalu
@rohanihani9120,"Semasa hidupnya penuh kemewahan kekuatan dan kekuasaan, stelah mati penuh kutukan dr seluruh manusia di penjuru dunia.. na'udzhubillaahi minzhalikh..semoga mendapatkan balasan yg setimpal di akhirat..",0,1 bulan yang lalu
